id,title,author,rating,tags,volume,image,link
822,A Match for the Doctor / What the Single Dad Wants…,Marie Ferrarella,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",390,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312930-marie-ferrarella-21067070-a-match-for-the-doctor-what-the-single-dad-wants.jpg,https://www.litres.ru/marie-ferrarella-21067070/a-match-for-the-doctor-what-the-single-dad-wants/
823,The Elliotts: Mixing Business with Pleasure,Brenda Jackson,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",430,https://cv2.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312920-anna-depalo-the-elliotts-mixing-business-with-pleasure.jpg,https://www.litres.ru/anna-depalo/the-elliotts-mixing-business-with-pleasure/
824,Beyond Business,Elizabeth Harbison,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",580,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312905-allison-leigh-22047375-beyond-business.jpg,https://www.litres.ru/allison-leigh-22047375/beyond-business/
825,A Spanish Passion,Diana Hamilton,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",520,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312900-carol-marinelli-21066870-a-spanish-passion.jpg,https://www.litres.ru/carol-marinelli-21066870/a-spanish-passion/
826,Heart of a Hero,Лорет Энн Уайт,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",600,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312895-loret-enn-uayt-heart-of-a-hero.jpg,https://www.litres.ru/loret-enn-uayt/heart-of-a-hero/
827,The Italian's Love-Child,Emma Darcy,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",560,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312880-diana-hamilton-21067758-the-italian-s-love-child.jpg,https://www.litres.ru/diana-hamilton-21067758/the-italian-s-love-child/
828,The Duke's New Year's Resolution / Quade's Babies,Brenda Jackson,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",260,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312870-brenda-jackson-the-duke-s-new-year-s-resolution-quade-s-babies.jpg,https://www.litres.ru/brenda-jackson/the-duke-s-new-year-s-resolution-quade-s-babies/
829,Bought by the Rich Man,Jane Porter,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",560,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312855-jane-porter-bought-by-the-rich-man.jpg,https://www.litres.ru/jane-porter/bought-by-the-rich-man/
830,The Dex Factor,Mandy M. Roth,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",24,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312815-mandy-m-roth-the-dex-factor-63312815.jpg,https://www.litres.ru/mandy-m-roth/the-dex-factor-63312815/
831,Christmas at Jimmie's Children's Unit,Meredith Webber,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",340,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312810-meredith-webber-21067414-christmas-at-jimmie-s-children-s-unit.jpg,https://www.litres.ru/meredith-webber-21067414/christmas-at-jimmie-s-children-s-unit/
832,"Passionate Chef, Ice Queen Boss / Rescued in a Wedding Dress",Cara Colter,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",360,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312775-cara-colter-21067006-passionate-chef-ice-queen-boss-rescued-in-a-wedding-d.jpg,https://www.litres.ru/cara-colter-21067006/passionate-chef-ice-queen-boss-rescued-in-a-wedding-d/
833,The Cowboy's Return,Linda Warren,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",240,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312750-linda-warren-22071231-the-cowboy-s-return.jpg,https://www.litres.ru/linda-warren-22071231/the-cowboy-s-return/
